"","words","term.freq","doc.freq"
"65995","ingenious",8,6
"65996","tivo",5,5
"65997","bbvoev",1,1
"65998","concurs",1,1
"65999","iiothwithstanding",1,1
"66000","asser-iiow",1,1
"66001","m*ii",2,2
"66002","opomnl",1,1
"66003","fondest",2,2
"66004","the-meeting",1,1
"66005","ire-hopes",1,1
"66006","hise",1,1
"66007","nominating",1,1
"66008","reformer",5,4
"66009","artifice",1,1
"66010","discerned",2,2
"66011","s/iy/r",1,1
"66012","beformer",1,1
"66013","entirety",2,2
"66014","erville",1,1
"66015","solicitation",2,2
"66016","penetrating",2,2
"66017","rambles",1,1
"66018","electorate",3,3
"66019","imprinting",1,1
"66020","conservatism",3,1
"66021","paints",12,12
"66022","swerving",1,1
"66023","mnrr",1,1
"66024","dities",2,2
"66025","jvutivulariz.v",1,1
"66026","poiqiore",1,1
"66027","en-the",1,1
"66028","oro",6,5
"66029","pardor",1,1
"66030","drar",1,1
"66031","ymiv",2,2
"66032","regeid",1,1
"66033","threnhiiig",1,1
"66034","nlee",1,1
"66035","seamless",1,1
"66036","imgs",1,1
"66037","expiry",2,2
"66038","hinrety",1,1
"66039","imstisfer",1,1
"66040","boaron",1,1
"66041","thelmrquewm",1,1
"66042","bessn",1,1
"66043","manila",1,1
"66044","to-bay",1,1
"66045","ruing",3,2
"66046","lioronioter",1,1
"66047","jumn",1,1
"66048","furled",1,1
"66049","huricane",1,1
"66050","pliur",1,1
"66051","pervaded",2,2
"66052","p.in",1,1
"66053","con-tmet",1,1
"66054","bbyson",1,1
"66055","mcvredie",1,1
"66056","re;wilts",1,1
"66057","haitiv",1,1
"66058","tarm",1,1
"66059","negie",1,1
"66060","i'ctcrboro",1,1
"66061","creighton",4,2
"66062","owen",4,4
"66063","octs",1,1
"66064","ridings",1,1
"66065","fbx",1,1
"66066","plicity",1,1
"66067","xmas",10,9
"66068","equitï",1,1
"66069","übntlbmkn",1,1
"66070","b/mmv",1,1
"66071","inhouse",1,1
"66072","structive",1,1
"66073","carlisle",2,2
"66074","nitctl",1,1
"66075","vrai",3,3
"66076","c.'iipore",1,1
"66077","inimitable",1,1
"66078","encyclope",1,1
"66079","jmnee",1,1
"66080","sut-named",1,1
"66081","simpleton",1,1
"66082","n,uc",1,1
"66083","y,,ur",1,1
"66084","considerablcamount",1,1
"66085","vacillation",1,1
"66086","kinm",1,1
"66087","ntish",1,1
"66088","iiulvq",1,1
"66089","eiidence",1,1
"66090","ku,l",1,1
"66091","kea",1,1
"66092","tiino",1,1
"66093","hlpb",1,1
"66094","ltc",1,1
"66095","w')lch",1,1
"66096","sjhikcn",1,1
"66097","rewell",1,1
"66098","calibre",5,4
"66099","opixm",1,1
"66100","squelch",1,1
"66101","mackcn",1,1
"66102","hi*e",1,1
"66103","nightly",6,5
"66104","luke-warm",2,2
"66105","jedda",1,1
"66106","crumble",3,3
"66107","crash",7,6
"66108","araf",1,1
"66109","allege",1,1
"66110","countenanced",1,1
"66111","outh",1,1
"66112","rejiortcd",1,1
"66113","high-toned",2,2
"66114","subsidizing",1,1
"66115","mtilligent",1,1
"66116","ikîrhajw",1,1
"66117","economize",3,3
"66118","domin",4,4
"66119","l,ractl",1,1
"66120","cremation",4,2
"66121","jiassod",1,1
"66122","sresyz",1,1
"66123","aissislssaim",1,1
"66124","chatter-box",1,1
"66125","adraw",1,1
"66126","notlfled",1,1
"66127","annihilât",1,1
"66128","lthe",2,2
"66129","bho»k",1,1
"66130","niled",1,1
"66131","iveiul",1,1
"66132","iguetî",1,1
"66133","umd",1,1
"66134","thrir'ectuat",1,1
"66135","æcat",1,1
"66136","ssheressss",1,1
"66137","erroneous",5,4
"66138","linpres",1,1
"66139","dqiendeiit",1,1
"66140","hovering",6,6
"66141","for-sions",1,1
"66142","toper",2,2
"66143","efface",1,1
"66144","cmnvletï",1,1
"66145","ïos",1,1
"66146","continuously",2,2
"66147","dangling",2,2
"66148","tokar",11,4
"66149","contrai-ted",1,1
"66150","tniteii",1,1
"66151","hobby-horse",1,1
"66152","deficits",1,1
"66153","curs",4,4
"66154","barking",3,3
"66155","rtmvut",1,1
"66156","put.liv",1,1
"66157","rtely",1,1
"66158","thecoun",2,2
"66159","caut*on",1,1
"66160","plaudits",1,1
"66161","p-mtiac's",1,1
"66162","stubbornly",1,1
"66163","pliant",2,2
"66164","cavalier",3,3
"66165","mumciiiaiites",1,1
"66166","alleyn",4,3
"66167","cawood",2,2
"66168","reiterate",4,3
"66169","venturesome",2,2
"66170","anb",1,1
"66171","ojwning",1,1
"66172","vjiurch",1,1
"66173","qealed",5,4
"66174","mi«liv*w",1,1
"66175","andereigned",1,1
"66176","adhering",1,1
"66177","ont.wiînï",1,1
"66178","hvh'i'auiu?ofüî-e'untu",1,1
"66179","wedne",1,1
"66180","nmisense",1,1
"66181","wrently",1,1
"66182","accompani",2,2
"66183","lierpiniier",1,1
"66184","inclusively,for",1,1
"66185","swl",2,2
"66186","mnvnr",1,1
"66187","self-same",2,2
"66188","tonsiderctl",1,1
"66189","evasive",1,1
"66190","suaded",2,2
"66191","xwitioii",1,1
"66192","surviving",3,3
"66193","n,i",2,2
"66194","ulrstion",1,1
"66195","romnnnv",1,1
"66196","chanceto",1,1
"66197","tiay",1,1
"66198","ruhliv",1,1
"66199","rt««rs",1,1
"66200","wvu",1,1
"66201","jiarties",2,2
"66202","aetto",1,1
"66203","in»t",2,2
"66204","basili-bazouks",1,1
"66205","rourm«'r""i",1,1
"66206","mk»î",1,1
"66207","ma.io",1,1
"66208","i.n",4,4
"66209","i!ip",1,1
"66210","submitting",3,3
"66211","pitying",5,5
"66212","immoveable",1,1
"66213","pliwisnd",1,1
"66214","ip**i",1,1
"66215","thdrsctuauipature",1,1
"66216","at,vther",1,1
"66217","fortress",4,4
"66218","jritism",1,1
"66219","mhwivt",1,1
"66220","bravery",7,7
"66221","ryto",1,1
"66222","wl.l",1,1
"66223","ur.han",1,1
"66224","mattered",4,4
"66225","shaky",4,2
"66226","ammunition",3,3
"66227","conaquence",1,1
"66228","laim'ull'm",1,1
"66229","debasements",1,1
"66230","influential",5,5
"66231","contractai",1,1
"66232","didate",1,1
"66233","dervishes",1,1
"66234","ôm.l",1,1
"66235","wiitnul",1,1
"66236","houad",1,1
"66237","crt",1,1
"66238","blirkiiiirl.am",1,1
"66239","pattiann",1,1
"66240","aomaring",1,1
"66241","l«we*t",1,1
"66242","eloved",1,1
"66243","bernent",1,1
"66244","ablaze",1,1
"66245","mîun",1,1
"66246","kingdoms",2,2
"66247","judah",1,1
"66248","isracl",1,1
"66249","honrl",1,1
"66250","solomon",2,2
"66251","mcmnati",1,1
"66252","brj-sons",1,1
"66253","rort",3,3
"66254","r!t;rvhr",1,1
"66255","urtio",1,1
"66256","ul,sldy",1,1
"66257","cincinnati",7,4
"66258","wwilw",1,1
"66259","ll,neu",1,1
"66260","plank",10,6
"66261","chickamauga",1,1
"66262","ta*cen",1,1
"66263","pnsoner",1,1
"66264","miie",2,2
"66265","sutwrilifr",1,1
"66266","fsvored",1,1
"66267","inutrae",1,1
"66268","ortssli",1,1
"66269","iixtamr",1,1
"66270","orters",1,1
"66271","noll(h",1,1
"66272","herl",2,2
"66273","nnntfloc",1,1
"66274","cfldt",1,1
"66275","u[kire",1,1
"66276","stumped",1,1
"66277","conserva",2,2
"66278","confederate",3,2
"66279","flub",1,1
"66280","iisractory",1,1
"66281","botanical",1,1
"66282","neb",3,3
"66283","commented",1,1
"66284","ï.'ïzï",1,1
"66285","rajxsï",1,1
"66286","ytji",1,1
"66287","icccss",1,1
"66288","ae\eml",1,1
"66289","reso",2,2
"66290","crsy",1,1
"66291","dves",1,1
"66292","fol)tcd",1,1
"66293","anoalthy",1,1
"66294","coujdein",1,1
"66295","dayton",1,1
"66296","huions",1,1
"66297","pou[k",1,1
"66298","invectives",2,2
"66299","ghio",1,1
"66300","mandates",1,1
"66301","l**xu",1,1
"66302","a**d",1,1
"66303","camednnammously",1,1
"66304","irginia",2,1
"66305","co-operation",5,5
"66306","memoralizingthe",1,1
"66307","nicipalities",1,1
"66308","wasac",1,1
"66309","ïïsÿ",1,1
"66310","tite",2,2
"66311","ouse",3,3
"66312","rep*y",1,1
"66313","book-island",1,1
"66314","keejiesr",1,1
"66315","stripe",2,2
"66316","a,h",2,2
"66317","seni",1,1
"66318","questmrs",1,1
"66319","asked,and",1,1
"66320","palmer",5,4
"66321","cuaig",1,1
"66322","prosecuting",4,4
"66323","solicitously",1,1
"66324","caterwauling",1,1
"66325","l»ecame",1,1
"66326","fault-finding",1,1
"66327","siren",2,2
"66328","army,droopned",1,1
"66329","in-fore",1,1
"66330","cohorts",1,1
"66331","uppermost",1,1
"66332","cashed",1,1
"66333","rounded",7,7
"66334","conven",2,2
"66335","itbryson",1,1
"66336","inex",2,2
"66337","defer",4,3
"66338","pediont",1,1
"66339","satisfactoiy",1,1
"66340","présentât!?es",1,1
"66341","tele-over",1,1
"66342","harmlessly",1,1
"66343","rejoices",2,2
"66344","cov",1,1
"66345","rallies",1,1
"66346","g'lierai",1,1
"66347","vcveuuc",1,1
"66348","desirons",1,1
"66349","inconven-to",1,1
"66350","umleistood",1,1
"66351","overiior-gencral",1,1
"66352","newspq",1,1
"66353","er?t",1,1
"66354","mongst",1,1
"66355","ofvnnada",1,1
"66356","incorporate",1,1
"66357","jananoqup",1,1
"66358","carroll",4,4
"66359","gammonue",1,1
"66360","davof",1,1
"66361","ffmes",1,1
"66362","confectionary",3,3
"66363","morpeth",4,3
"66364","couxcil",1,1
"66365","îfrï",1,1
"66366","linee",1,1
"66367","j""r",1,1
"66368","maittell",1,1
"66369","pouter",3,3
"66370","ennïr",1,1
"66371","ldth",2,2
"66372","centro",2,2
"66373","hardwood",12,11
"66374","wuhatanda",1,1
"66375","corwü",1,1
"66376","voftv",1,1
"66377","wrougnt-iron",1,1
"66378","bedsteads",3,3
"66379","clothieg",1,1
"66380","mirmra",1,1
"66381","clocks",14,11
"66382","pipes",21,10
"66383","sideboard",1,1
"66384","exercising",5,5
"66385","berline",1,1
"66386","deer's",1,1
"66387","shout",6,6
"66388","leering",2,2
"66389","liargalna",1,1
"66390","slattery's",15,15
"66391","ington",5,3
"66392","tfd",1,1
"66393","f'a",1,1
"66394","decbmbe",1,1
"66395","quadrant",1,1
"66396","bell,esq",1,1
"66397","chinei-e",1,1
"66398","lwvn",1,1
"66399","navigating",2,2
"66400","ropon",1,1
"66401","nrjm",1,1
"66402","ooii",1,1
"66403","burglara",1,1
"66404","mr.dev",1,1
"66405","siftü",1,1
"66406","fheee",1,1
"66407","iisiilsêis",1,1
"66408","beou",1,1
"66409","undecided",1,1
"66410","ciianng",1,1
"66411","timb.-ti.o",1,1
"66412","c,i,,ti,m",1,1
"66413","n*mh",1,1
"66414","n«i",2,2
"66415","nf-whi,eperi»ublished",1,1
"66416","collec",2,2
"66417","u,rrhn",1,1
"66418","w%lh!xtô",1,1
"66419","iem%fh",1,1
"66420","onod",1,1
"66421","instead,-f",1,1
"66422","sccti.m",1,1
"66423","cnx.ked",1,1
"66424","iics",1,1
"66425","iiiaclo",1,1
"66426","hjwtern",1,1
"66427","cihkh",1,1
"66428","haro",2,2
"66429","lioing",1,1
"66430","jtrcscrx'ud",1,1
"66431","hattl",1,1
"66432","n*'i",1,1
"66433","hiwurmithe",1,1
"66434","mccail",1,1
"66435","wween",2,2
"66436","rtinow",1,1
"66437","r.'.r'ï'uivat'k",1,1
"66438","n.in",1,1
"66439","cimh",1,1
"66440","godm",1,1
"66441","lirnt",1,1
"66442","wm.kh""«r",1,1
"66443","a.,..hi»,,h..i",1,1
"66444","z:v",1,1
"66445","sa,s,i",1,1
"66446","iïsïg.z*îrs'i'ïsi",1,1
"66447","tïss",1,1
"66448","alnnit",1,1
"66449","lilteen",1,1
"66450","mc-jj",1,1
"66451","newell",3,3
"66452","kinchla",1,1
"66453","r?r",1,1
"66454","ebbfhe",1,1
"66455","xettf",1,1
"66456","accomi",1,1
"66457","murtagh",5,5
"66458","lieutenant-hover",1,1
"66459","cys",1,1
"66460","ixmnd",1,1
"66461","jul.cn",1,1
"66462","nelthat",1,1
"66463","aâll",1,1
"66464","vocate",1,1
"66465","magis",1,1
"66466","tago",1,1
"66467","lnd",14,11
"66468","piigrjni",1,1
"66469","expediency",2,2
"66470","distiici",1,1
"66471","wintry",3,3
"66472","acquioscd",1,1
"66473","efirk",1,1
"66474","brooch",6,4
"66475","bag-pipes",1,1
"66476","bmm",1,1
"66477","bt?i",1,1
"66478","portw",1,1
"66479","ssps",1,1
"66480","echï",1,1
"66481","oac",1,1
"66482","moo.sk",1,1
"66483","uices",1,1
"66484","somowhat",1,1
"66485","avason",1,1
"66486","well-directed",1,1
"66487","mi*frinul*fvr",1,1
"66488","thenn",1,1
"66489","rerf",1,1
"66490","chron",1,1
"66491","loden",1,1
"66492","breastplate",1,1
"66493","p]ie",1,1
"66494","jci",1,1
"66495","extraordin",2,2
"66496","tounno",1,1
"66497","a.y",1,1
"66498","arrivals.-doc",1,1
"66499","cameronian",1,1
"66500","corunna",1,1
"66501","eeh?ebsiss",1,1
"66502","isspinsgill",1,1
"66503","mektino",2,2
"66504","adioumod",1,1
"66505","dowd",1,1
"66506","faulkner",2,2
"66507","elegy",1,1
"66508","wssss%%z",1,1
"66509","wsddington",1,1
"66510","towardh",1,1
"66511","fllat",1,1
"66512","andrea",2,1
"66513","ferra",2,2
"66514","m!d",1,1
"66515","z.eoz",1,1
"66516","wh,:u",1,1
"66517","fïr",1,1
"66518","rsb",2,2
"66519","pzzzxlzftori",1,1
"66520","coinjumy",1,1
"66521","brabazon",5,4
"66522","rel,c",1,1
"66523","rlknl-llaoj",1,1
"66524","luuinikl",1,1
"66525","ohur",1,1
"66526","pais",1,1
"66527","ferrara",1,1
"66528","qats",1,1
"66529","beep",3,3
"66530","potjl",1,1
"66531","v(ltv",1,1
"66532","n,ia",1,1
"66533","e,i",1,1
"66534","comjvany",2,2
"66535","portaoe",2,2
"66536","lonoenotes",1,1
"66537","ntltl",1,1
"66538","iqit",1,1
"66539","compictely",1,1
"66540","authorise",3,3
"66541","sleighing",7,6
"66542","gangue",1,1
"66543","comiwmy",1,1
"66544","swords",1,1
"66545","mendicant",1,1
"66546","latc",1,1
"66547","opene(l",1,1
"66548","culloden",1,1
"66549","oiobe",1,1
"66550","binning",1,1
"66551","eesbi",1,1
"66552","eseheb",1,1
"66553","barrell",1,1
"66554","concemed",1,1
"66555","embedded",1,1
"66556","njon",1,1
"66557","james#h\ne",1,1
"66558","pecuniary",2,2
"66559","skates",2,2
"66560","al,d",2,2
"66561","w,n",2,2
"66562","w.hile",1,1
"66563","auditiun",1,1
"66564","i«rt",1,1
"66565","himrok",1,1
"66566","wttli",2,2
"66567","etothing",1,1
"66568","andti",1,1
"66569","follow'era",1,1
"66570","tnlcw",1,1
"66571","jnsndbinda'th",1,1
"66572","emilire""in'to",1,1
"66573","nmsibïe",1,1
"66574","sclec",2,2
"66575","irving",2,2
"66576","dilapi",1,1
"66577","jlc",1,1
"66578","rusted",2,2
"66579","plating",2,2
"66580","iicd",1,1
"66581","ijüt}l",1,1
"66582","ebony",2,2
"66583","rommodiou",1,1
"66584","hoarrtod",1,1
"66585","c()w",2,2
"66586","prcse",1,1
"66587","meach*g",1,1
"66588","luld",1,1
"66589","thrc.hing",1,1
"66590","nhmk",1,1
"66591","h.r",5,5
"66592","nista.ke",1,1
"66593","uatel",1,1
"66594","dred",6,6
"66595","whoduparted",1,1
"66596","protty",1,1
"66597","agret",1,1
"66598","thump",1,1
"66599","incased",1,1
"66600","facsimiles",1,1
"66601","moultlcd",1,1
"66602","sftcr",1,1
"66603","zzrzz",1,1
"66604","zzs",2,2
"66605","zrrwzz",1,1
"66606","lockets",4,3
"66607","scr",1,1
"66608","choisi",1,1
"66609","rlast",1,1
"66610","vcbtim",1,1
"66611","atruck",1,1
"66612","bythe",1,1
"66613","uesty",1,1
"66614","covenant",2,2
"66615","sîi",1,1
"66616","ïtïr",1,1
"66617","amit",1,1
"66618","loc",1,1
"66619","mrm",1,1
"66620","silti",1,1
"66621","mhinct.i",1,1
"66622","wattiiman",1,1
"66623","ejssfeasis",1,1
"66624","mêla",1,1
"66625","ayevenin",1,1
"66626","wdcxthij",1,1
"66627","choly",2,2
"66628","fifskhilljh",1,1
"66629","missed,each",1,1
"66630","jwrty",1,1
"66631","ult.r",1,1
"66632","sllt",1,1
"66633","haj",2,2
"66634","fsete",1,1
"66635","xuvhton",1,1
"66636","dlôt",1,1
"66637","bariy",1,1
"66638","npprr",1,1
"66639","i.ir.nr",1,1
"66640","corn''\n",1,1
"66641","nlacfon'the",1,1
"66642","istb",2,2
"66643","dtïsiïes",1,1
"66644","zzu»n",1,1
"66645","m.min",1,1
"66646","ghb-tongued",1,1
"66647","agenu",1,1
"66648","judged",4,3
"66649","relic",4,2
"66650","re-elected",4,4
"66651","orand",2,2
"66652","wtstisrh",1,1
"66653","aày''fnn""«brs",1,1
"66654","wam",3,3
"66655","lmlge",1,1
"66656","freemasons",1,1
"66657","hm-i",1,1
"66658","oi»iope",1,1
"66659","canni",1,1
"66660","zl-mz-trir-z",1,1
"66661","b'zzzrzzz",1,1
"66662","lepers",6,2
"66663","scottish",8,6
"66664","cdral",1,1
"66665","hvopu-r",1,1
"66666","guid",4,4
"66667","parritch",1,1
"66668","cd,tors",1,1
"66669","favorfl",1,1
"66670","blun,fl",1,1
"66671","cmgelled",1,1
"66672","iimirln",1,1
"66673","paikt",1,1
"66674","decendants",1,1
"66675","rite«p",1,1
"66676","imrtics",1,1
"66677","hpeculwtf",1,1
"66678","drafts",3,2
"66679","mvr",1,1
"66680","i-a",1,1
"66681","iiriniu.i",1,1
"66682","sont",4,3
"66683","moderator",1,1
"66684","bount(ll",1,1
"66685","viu!filnrsf",1,1
"66686","accident.-a",1,1
"66687","probationer",1,1
"66688","acciden",1,1
"66689","tliisa",1,1
"66690","masham",2,2
"66691","co.ottawa",1,1
"66692","dccuas",1,1
"66693","ceplmi",1,1
"66694","l,atl",1,1
"66695","nc»t%!rit",1,1
"66696","hnwto",1,1
"66697","nn,u",1,1
"66698","f',r",1,1
"66699","widter",1,1
"66700","s;mguine",1,1
"66701","exi",1,1
"66702","ectations",1,1
"66703","mcicty",1,1
"66704","purj»ose",1,1
"66705","arre",3,3
"66706","d*a",1,1
"66707","book-keciwr",1,1
"66708","mceachran",1,1
"66709","manit",1,1
"66710","exproseje",1,1
"66711","besiww",1,1
"66712","com,""iu,ddenf",1,1
"66713","prox",3,3
"66714","hops",4,3
"66715","rlld",3,3
"66716","thspo",1,1
"66717","htwlt",1,1
"66718","mien*-ec«nctpolice'oftraîîg",1,1
"66719","caiietllli",1,1
"66720","uppoeed",1,1
"66721","sured",2,2
"66722","exhibition.-thewit",1,1
"66723","exliibi",1,1
"66724","l%mno'ttid""limfkw",1,1
"66725","w.ia",2,2
"66726","carvill",1,1
"66727","knives",7,5
"66728","dutrict",1,1
"66729","dieeawl",1,1
"66730","churclf",1,1
"66731","cet",1,1
"66732","a«mae",1,1
"66733","decorators",1,1
"66734","zrzz",1,1
"66735","h»d",4,4
"66736","congrega",1,1
"66737","blasting",2,2
"66738","infnatry.tomo",1,1
"66739","reflecting",1,1
"66740","iunfrew",1,1
"66741","debri",1,1
"66742","hm.hî",1,1
"66743","uks",1,1
"66744","muter",3,2
"66745","sms,m",1,1
"66746","lrm",1,1
"66747","llmi",1,1
"66748","fvom",1,1
"66749","oirunirte",1,1
"66750","concur",2,2
"66751","reikort",1,1
"66752","irzf",1,1
"66753","zrszs",1,1
"66754","irsaiaass-wt",1,1
"66755","eheejhbè",1,1
"66756","l)orh",1,1
"66757","prouxl",1,1
"66758","unanimously",11,9
"66759","ballymena",1,1
"66760","boke",1,1
"66761","imatis",1,1
"66762","l.m.h",1,1
"66763","moderators",1,1
"66764","antrim",3,3
"66765","okkur",1,1
"66766","ixj",1,1
"66767","ruinent",1,1
"66768","irvine",5,5
"66769","counsudden",1,1
"66770","alder",2,2
"66771","ninety-three",2,2
"66772","petownwa",1,1
"66773","prctico",1,1
"66774","inflammation",8,6
"66775","mcdonnell",1,1
"66776","u'ith",1,1
"66777","icited",1,1
"66778","tea-hem",1,1
"66779","worn-ripality",1,1
"66780","chlvlieater",1,1
"66781","ktafe",1,1
"66782","solidly",5,5
"66783","behsettf",1,1
"66784","hee.-trene",1,1
"66785","octolfcr",1,1
"66786","coodbarcaihsi",1,1
"66787","lafledr's",2,2
"66788","hiore",1,1
"66789","uinlrrsi'ivnl",1,1
"66790","uereetiry",1,1
"66791","r-tii",1,1
"66792","rccciccd",1,1
"66793","sueli",1,1
"66794","vdy-ma",1,1
"66795","shirts,regatta",4,4
"66796","wiring",2,2
"66797","fn-m",1,1
"66798","c,f",1,1
"66799","ceptionally",4,4
"66800","hts%e",1,1
"66801","morein",1,1
"66802","liqiors",3,3
"66803","toulouse",2,2
"66804","lezurs",1,1
"66805","f\ery",1,1
"66806","suudsy",1,1
"66807","clock.-some",1,1
"66808","york.clock",1,1
"66809","time-pieces",1,1
"66810","supplant",1,1
"66811","half-way",3,3
"66812","dials",1,1
"66813","numerals",2,2
"66814","revolutions",2,2
"66815","tnmre",1,1
"66816","p.r",2,2
"66817","healey",4,4
"66818","tnnet.l",1,1
"66819","frapr.fy",1,1
"66820","p.-retarr",1,1
"66821","hhvb",1,1
"66822","caiih.aii",1,1
"66823","busiuck",1,1
"66824","llown",1,1
"66825","carr",3,2
"66826","otc",2,2
"66827","n.ni",1,1
"66828","ilutlc",1,1
"66829","pn-.tene",1,1
"66830","j.l.anms",1,1
"66831","aoe.vt",1,1
"66832","rtnrarw",1,1
"66833","rrntpd",1,1
"66834","hot-l",1,1
"66835","iv-iniae",1,1
"66836","orruyéed",1,1
"66837","i*atrona",1,1
"66838","typgww",1,1
"66839","durhl",1,1
"66840","rdi((d",1,1
"66841","turukhrd",1,1
"66842","satiwwe",1,1
"66843","vtattfwi",1,1
"66844","tiaina",1,1
"66845","liarvi",1,1
"66846","i.mgan",1,1
"66847","mattnw",1,1
"66848","rrccipls",1,1
"66849","liiiuion",1,1
"66850","akb",1,1
"66851","tene",1,1
"66852","ntoilful",1,1
"66853","mo,hi",1,1
"66854","i'ut",1,1
"66855","suuaiv",1,1
"66856","oblong",2,2
"66857","tiddosp-onful",1,1
"66858","molasses",6,5
"66859","stun",2,2
"66860","tearsnoonful",1,1
"66861","tcaspoonful",1,1
"66862","nlspiee",1,1
"66863","pool",19,15
"66864","tahlespoonfulof",1,1
"66865","ohlong",1,1
"66866","i'liapier",1,1
"66867","nnilj",1,1
"66868","kmergeiiry",1,1
"66869","turnwindings",1,1
"66870","chillies",1,1
"66871","rail-lie",1,1
"66872","dead-head",1,1
"66873","d.itu",1,1
"66874","toledo",1,1
"66875","rvnliti",1,1
"66876","miiln't",1,1
"66877","llnln",1,1
"66878","illfrlimifl",1,1
"66879","lilial",1,1
"66880","vniiel",1,1
"66881","r.iordii",1,1
"66882","wiry",1,1
"66883","ocuurreneo",1,1
"66884","fovthv",1,1
"66885","loppington",1,1
"66886","shrews",1,1
"66887","cession",4,4
"66888","clubbed",2,2
"66889","kulleiilield",1,1
"66890","xvi.v",1,1
"66891","majors",1,1
"66892","lamps,ms",1,1
"66893","issulhei",1,1
"66894","t.uitmhrvi",1,1
"66895","olodo",1,1
"66896","ently",4,4
"66897","vonelusivo",1,1
"66898","v.m'imiw",1,1
"66899","oompaiiies",1,1
"66900","jvisey",1,1
"66901","niaruhed",1,1
"66902","illun",1,1
"66903","davies",6,5
"66904","eebee",1,1
"66905","éebehei",1,1
"66906","veb",1,1
"66907","f.u",1,1
"66908","km.lues",1,1
"66909","ww.l.liviou",1,1
"66910","w.niien",1,1
"66911","pkcetlu",1,1
"66912","i.*he",1,1
"66913","t,*«wn",1,1
"66914","tt'tt",1,1
"66915","i%'h!""iw%i",1,1
"66916","l%'''llk",1,1
"66917","zjl.lit",1,1
"66918","ùzi'zlew",1,1
"66919","tîl",1,1
"66920","r*p",1,1
"66921","o,»s",1,1
"66922","ntovk",1,1
"66923","thoir'."".,ni",1,1
"66924","m'oi",1,1
"66925","w'i.èv",1,1
"66926","i,,,,,d",1,1
"66927","ski.t",1,1
"66928","j.nn",1,1
"66929","flm",2,2
"66930","oai",2,2
"66931","ioap",1,1
"66932","clho",1,1
"66933","pereh",1,1
"66934","rab",1,1
"66935","higsix",1,1
"66936","pots",4,4
"66937","mtolm",1,1
"66938","glvlllg",1,1
"66939","imimimlvo",1,1
"66940","olltil",1,1
"66941","fvtvl",1,1
"66942","tviltillll",1,1
"66943","ilhlo",1,1
"66944","ilttcml",1,1
"66945","tllo",6,6
"66946","willlts",1,1
"66947","ihlblif",1,1
"66948","iwifoiv",1,1
"66949","aitil",1,1
"66950","dotll",1,1
"66951","islîk't",1,1
"66952","liini",2,2
"66953","bowling",1,1
"66954","ifea.hlsli",1,1
"66955","pembitohe",1,1
"66956","ortm,rw",1,1
"66957","tol-minl",1,1
"66958","egram",1,1
"66959","fidlenfield",1,1
"66960","xme",1,1
"66961","mifticient",1,1
"66962","photonjivapiis",1,1
"66963","hjf",1,1
"66964","x«*w",1,1
"66965","lustm",1,1
"66966","r,m'n",1,1
"66967","ufartum",1,1
"66968","vltih",1,1
"66969","menccd",1,1
"66970","f,vvtv.'iv.îrvv,*h",1,1
"66971","uoumihai",1,1
"66972","ilazcnhas",1,1
"66973","ivophet",1,1
"66974","stones,etc",1,1
"66975","jbpsjbfc",1,1
"66976","unix's",1,1
"66977","mgg",1,1
"66978","gttn",1,1
"66979","iciiernl",1,1
"66980","fembmke",1,1
"66981","mmilier",1,1
"66982","killings",1,1
"66983","îin#%*%!r",1,1
"66984","i*'in",1,1
"66985","kvn",1,1
"66986","m,s",1,1
"66987","ii.ivavopm",1,1
"66988","insmiiivvtt",1,1
"66989","alh-ii",1,1
"66990","kuli'gntphh",1,1
"66991","l.iihupraphe",1,1
"66992","llrters",1,1
"66993","kramcs",1,1
"66994","vhriatiuab",1,1
"66995","viter",1,1
"66996","bliml",1,1
"66997","pbmbkokb",1,1
"66998","tolliits",1,1
"66999","twskcls",1,1
"67000","llrt.ihic",1,1
"67001","nstvs",1,1
"67002","siiinmhis",1,1
"67003","fnps",1,1
"67004","ijoves",1,1
"67005","tklkdli",1,1
"67006","olwkits",1,1
"67007","attrmini",1,1
"67008","uovjts",1,1
"67009","tbits",1,1
"67010","lnnnikis",1,1
"67011","tvmjh-iii",1,1
"67012","onîv",1,1
"67013","attaining",1,1
"67014","ohjt",1,1
"67015","allowinga",1,1
"67016","tvasp.uml'iil",1,1
"67017","hionfuls",1,1
"67018","tartai",1,1
"67019","l'are",1,1
"67020","ugni",1,1
"67021","t.tlkii",1,1
"67022","liirl",1,1
"67023","vikk",1,1
"67024","solitary",11,11
"67025","spomik",1,1
"67026","conns",3,3
"67027","xvell",1,1
"67028","ma.then",1,1
"67029","t,viii;ct",1,1
"67030","fo:u",1,1
"67031","u'cntlv",1,1
"67032","itvmiiilsmivv",1,1
"67033","ihnnley",1,1
"67034","crly",1,1
"67035","admiringly",1,1
"67036","xtill",1,1
"67037","pulses",1,1
"67038","war-horse",1,1
"67039","ilorso",1,1
"67040","coxy",1,1
"67041","turnovers",1,1
"67042","watei",3,3
"67043","peppei",1,1
"67044","tomato",3,3
"67045","hnever",1,1
"67046","hen-jacked",1,1
"67047","woiuuumi",1,1
"67048","diimlcy",1,1
"67049","nim]«nn-hendricks",1,1
"67050","one-fourth",3,3
"67051","dissolv",1,1
"67052","udy",3,3
"67053","tirimiess",1,1
"67054","gunshot",2,2
"67055","vuptul",1,1
"67056","votir",2,2
"67057","uihh",1,1
"67058","invert",1,1
